chr	start	end	lnc
chr5	134812602	134822412	lnc-CTC-203F4.1.1-5
chr5	135078150	135082045	lnc-IL9-2
chr5	135215661	135219139	lnc-TGFBI-4
chr5	135266005	135272529	lnc-SLC25A48-4
chr5	135277011	135287121	lnc-SLC25A48-5
chr5	135383041	135385496	lnc-SMAD5-7
chr5	135394455	135399492	lnc-SMAD5-6
chr5	135465079	135465471	lnc-SMAD5-5
chr5	135468592	135513075	lnc-TGFBI-3
chr5	135468912	135489418	lnc-TGFBI-2
chr5	135519494	135528851	lnc-TRPC7-4
chr5	135711934	135736315	lnc-SMAD5-8
chr5	135716955	135717199	lnc-TRPC7-3
chr5	136193316	136194031	lnc-SMAD5-9
chr5	136324241	136328849	lnc-TRPC7-6
chr5	136448182	136934068	lnc-SPOCK1-1
chr5	136462953	136466805	lnc-MYOT-6
chr5	136953347	136965632	lnc-SPOCK1-2
chr5	137007455	137009540	lnc-SPOCK1-3
chr5	137081339	137081840	lnc-HNRNPA0-2
chr5	137087074	137090039	lnc-HNRNPA0-1
chr5	137097234	137097625	lnc-MYOT-5
chr5	137182280	137182637	lnc-FAM13B-3
chr5	137197457	137198228	lnc-MYOT-3
chr5	137199093	137199391	lnc-MYOT-2
chr5	137199494	137200784	lnc-MYOT-1
chr5	137203548	137211883	lnc-PKD2L2-3
chr5	137216306	137219273	lnc-PKD2L2-2
chr5	137222388	137223258	lnc-PKD2L2-1
chr5	137278883	137282084	lnc-NME5-4
chr5	137289034	137290313	lnc-NME5-3
chr5	137356451	137368617	lnc-NME5-2
chr5	137451095	137465124	lnc-BRD8-2
chr5	137474029	137475132	lnc-NME5-1
chr5	137512852	137514327	lnc-CDC23-1
chr5	137514856	137517585	lnc-WNT8A-3
chr5	137524802	137525759	lnc-BRD8-1
chr5	137569430	137577364	lnc-KIF20A-1
chr5	137602684	137603446	lnc-CDC25C-2
chr5	137614782	137615041	lnc-FAM53C-2
chr5	137627771	137666776	lnc-GFRA3-1
chr5	137667623	137681144	lnc-FAM53C-1
chr5	137733566	137735588	lnc-REEP2-2
chr5	137753496	137756474	lnc-REEP2-1
chr5	137774856	137781412	lnc-KDM3B-1
chr5	137809432	137810050	lnc-EGR1-1
chr5	137846792	137853351	lnc-HSPA9-1
chr5	137879164	137885766	lnc-CTNNA1-4
chr5	137881628	137882992	lnc-ETF1-1
chr5	137887849	137888050	lnc-CTNNA1-3
chr5	137891024	137902407	lnc-ETF1-2
chr5	137956017	137956653	lnc-EGR1-2
chr5	138089133	138097787	lnc-EGR1-3
chr5	138099908	138100243	lnc-EGR1-4
chr5	138157627	138157842	lnc-EGR1-5
chr5	138209734	138211030	lnc-SIL1-1
chr5	138211087	138253543	lnc-MATR3-4
chr5	138287509	138378359	lnc-LRRTM2-4
chr5	138370836	138371676	lnc-LRRTM2-3
chr5	138443695	138629246	lnc-SIL1-3
chr5	138609440	138658551	SNHG4
chr5	138668726	138669054	lnc-SLC23A1-2
chr5	138677607	138699731	lnc-MATR3-3
chr5	138715019	138715902	lnc-RP11-1280I22.1.1-2
chr5	138716514	138718102	lnc-RP11-1280I22.1.1-1
chr5	138723257	138725603	lnc-C5orf65-1
chr5	138744278	138749928	lnc-DNAJC18-1
chr5	138857936	138862520	lnc-TMEM173-2
chr5	138872122	138872690	lnc-UBE2D2-3
chr5	138940752	139003247	lnc-CXXC5-2
chr5	139012919	139014711	lnc-UBE2D2-2
chr5	139007952	139027781	lnc-TMEM173-3
chr5	139028517	139063163	lnc-UBE2D2-4
chr5	139106526	139106881	lnc-NRG2-7
chr5	139248983	139251388	lnc-PFDN1-5
chr5	139422460	139422806	lnc-PFDN1-4
chr5	139487361	139493898	lnc-PURA-1
chr5	139496842	139501752	lnc-PURA-2
chr5	139512630	139512840	lnc-NRG2-5
chr5	139516264	139524743	lnc-NRG2-6
chr5	139554740	139661637	lnc-C5orf32-3
chr5	139624671	139680168	lnc-HBEGF-4
chr5	139713108	139714715	lnc-PFDN1-2
chr5	139715475	139722647	lnc-PFDN1-3
chr5	139745441	139747313	lnc-ANKHD1-1
chr5	139761063	139766336	lnc-SLC4A9-1
chr5	139866151	139876132	lnc-EIF4EBP3-2
chr5	139908410	139929154	lnc-ANKHD1-EIF4EBP3-1
chr5	139930118	139937031	lnc-APBB3-1
chr5	139940283	139941734	lnc-SRA1-2
chr5	139941757	139971708	lnc-SRA1-3
chr5	139988669	139988985	lnc-TMCO6-3
chr5	140018324	140027370	lnc-NDUFA2-1
chr5	140022947	140023497	lnc-IK-1
chr5	140027512	140033635	lnc-TMCO6-2
chr5	140038563	140040470	lnc-WDR55-1
chr5	140049099	140050931	lnc-IK-2
chr5	140050381	140053171	lnc-DND1-1
chr5	140053758	140054918	lnc-DND1-2
chr5	140071039	140073876	lnc-ZMAT2-1
chr5	140111874	140112448	lnc-HARS-2
chr5	140143694	140144406	lnc-PCDHA1-1
chr5	140227821	140229558	lnc-AC005609.1-4
chr5	140464291	140466988	lnc-PCDHB2-1
chr5	140479825	140553972	lnc-SLC25A2-5
chr5	140699660	140700339	lnc-TAF7-1
chr5	140700476	140716579	lnc-PCDHGA1-2
chr5	140858882	140859190	lnc-PCDHGC4-1
chr5	140894582	140904322	lnc-DIAPH1-3
chr5	140968501	140968709	lnc-RELL2-3
chr5	141005316	141016331	lnc-ARAP3-1
chr5	141016516	141020631	lnc-RELL2-2
chr5	141018869	141022271	lnc-HDAC3-1
chr5	141052334	141052954	lnc-FCHSD1-1
chr5	141134500	141211356	lnc-PCDH1-5
chr5	141227317	141229186	lnc-PCDH1-2
chr5	141254323	141255029	lnc-KIAA0141-4
chr5	141261245	141265606	lnc-KIAA0141-3
chr5	141302133	141303321	lnc-PCDH12-4
chr5	141310783	141313447	lnc-RNF14-3
chr5	141316638	141318513	lnc-RNF14-2
chr5	141323143	141323786	lnc-PCDH12-3
chr5	141330385	141349304	lnc-PCDH12-2
chr5	141348659	141359842	lnc-KIAA0141-2
chr5	141382782	141385006	lnc-PCDH12-5
chr5	141488352	141513633	lnc-RNF14-4
chr5	141515294	141517757	lnc-RNF14-5
chr5	141522542	141533760	lnc-RNF14-6
chr5	141585943	141598706	lnc-SPRY4-4
chr5	141666533	141672542	lnc-SPRY4-3
chr5	141694673	141703982	lnc-FGF1-7
chr5	141704463	141706020	lnc-SPRY4-2
chr5	141713620	141714953	lnc-NDFIP1-4
chr5	141720116	141720732	lnc-NDFIP1-5
chr5	141723717	141724499	lnc-NDFIP1-6
chr5	141924112	141924341	lnc-FGF1-4
chr5	141946264	141946641	lnc-ARHGAP26-7
chr5	141974725	142077617	lnc-FGF1-2
chr5	142090473	142093615	lnc-FGF1-3
chr5	142286925	142311690	lnc-NDFIP1-8
chr5	142326133	142326670	lnc-FGF1-6
chr5	142390300	142421279	lnc-HMHB1-8
chr5	142513549	142527081	lnc-HMHB1-7
chr5	142544477	142608561	lnc-HMHB1-6
chr5	142615244	142615593	lnc-ARHGAP26-5
chr5	142640408	142640920	lnc-ARHGAP26-6
chr5	142788554	142814339	lnc-FGF1-8
chr5	143191792	143200192	lnc-KCTD16-4
chr5	143520443	143520729	lnc-KCTD16-2
chr5	143543426	143550204	lnc-NR3C1-2
chr5	143818768	143819041	lnc-HMHB1-5
chr5	143864081	143865251	lnc-YIPF5-1
chr5	143901702	143902551	lnc-KCTD16-3
chr5	143914916	143915233	lnc-YIPF5-2
chr5	144381415	144385352	lnc-PRELID2-6
chr5	144819069	144819512	lnc-SH3RF2-7
chr5	145071373	145071683	lnc-SH3RF2-6
chr5	145199250	145214932	lnc-PRELID2-5
chr5	145316267	145317494	lnc-RBM27-4
chr5	145376780	145377566	lnc-RBM27-3
chr5	145422592	145428796	lnc-RBM27-2
chr5	145429626	145442344	lnc-RBM27-1
chr5	145446284	145447887	lnc-PLAC8L1-1
chr5	145517317	145517944	lnc-SH3RF2-4
chr5	145518333	145518571	lnc-SH3RF2-5
chr5	145522521	145524294	lnc-PLAC8L1-2
chr5	145547791	145562083	lnc-PLAC8L1-3
chr5	145640945	145643082	lnc-POU4F3-1
chr5	145838777	145849372	lnc-POU4F3-5
chr5	145879135	145883102	lnc-POU4F3-6
chr5	145886933	145891068	lnc-POU4F3-7
chr5	145960708	145962915	lnc-PPP2R2B-3
chr5	146035965	146036258	lnc-GPR151-3
chr5	146077623	146464347	lnc-PPP2R2B-4
chr5	146614617	146619722	lnc-SCGB3A2-5
chr5	146722035	146730715	lnc-SCGB3A2-4
chr5	146762892	146764306	lnc-SCGB3A2-3
chr5	146852194	146889098	lnc-JAKMIP2-2
chr5	147204134	147207693	lnc-JAKMIP2-1
chr5	147242867	147246269	lnc-SCGB3A2-6
chr5	147251060	147261754	lnc-SCGB3A2-2
chr5	147260288	147286053	lnc-C5orf46-1
chr5	147328350	147391287	lnc-SPINK5-1
chr5	147600922	147601205	lnc-HTR4-4
chr5	147686860	147687821	lnc-SPINK7-2
chr5	147763514	147790431	lnc-SPINK9-2
chr5	147792802	147796251	lnc-SPINK9-3
chr5	147832399	147848583	lnc-FBXO38-1
chr5	147929645	147939516	lnc-FBXO38-2
chr5	147929699	148056798	lnc-HTR4-2
chr5	148236884	148264679	lnc-SH3TC2-3
chr5	148250759	148257457	lnc-ADRB2-1
chr5	148361712	148362021	lnc-HTR4-5
chr5	148422282	148442625	lnc-IL17B-7
chr5	148495740	148496043	lnc-SH3TC2-2
chr5	148563111	148580183	lnc-AFAP1L1-3
chr5	148617010	148620180	lnc-AFAP1L1-2
chr5	148631906	148638137	lnc-AFAP1L1-1
chr5	148680753	148682231	lnc-ABLIM3-2
chr5	148735905	148736164	lnc-PCYOX1L-3
chr5	148750886	148753905	lnc-IL17B-4
chr5	148804755	148812399	lnc-IL17B-5
chr5	148924945	148925373	lnc-IL17B-6
chr5	148931008	148946472	lnc-ARHGEF37-1
chr5	149075311	149075522	lnc-CSNK1A1-8
chr5	149101632	149101933	lnc-PPARGC1B-2
chr5	149109865	149197309	lnc-ARHGEF37-2
chr5	149225205	149227320	lnc-SLC26A2-2
chr5	149232599	149234584	lnc-SLC26A2-1
chr5	149379402	149380216	lnc-CSF1R-4
chr5	149394347	149394717	lnc-TIGD6-2
chr5	149401129	149401484	lnc-TIGD6-3
chr5	149433400	149434383	lnc-TIGD6-4
chr5	149439340	149446744	lnc-PDGFRB-2
chr5	149465929	149466303	lnc-PDGFRB-4
chr5	149493404	149494521	lnc-CSF1R-1
chr5	149503732	149505083	lnc-CSF1R-2
chr5	149513257	149513673	lnc-CSF1R-3
chr5	149644704	149669350	lnc-ARSI-3
chr5	149734389	149737067	lnc-ARSI-2
chr5	149758172	149759207	lnc-NDST1-5
chr5	149769509	149772454	lnc-NDST1-4
chr5	149782673	149782885	lnc-RPS14-4
chr5	149797732	149798102	lnc-CD74-1
chr5	149822227	149823483	lnc-RPS14-3
chr5	149823793	149829319	lnc-RPS14-2
chr5	149831312	149834753	lnc-NDST1-3
chr5	149865893	149900789	lnc-SYNPO-6
chr5	149866542	149879153	lnc-RPS14-5
chr5	149929975	149930461	lnc-SYNPO-5
chr5	149932122	149933273	lnc-SYNPO-4
chr5	150004276	150028476	lnc-MYOZ3-1
chr5	150042502	150050470	lnc-SYNPO-1
chr5	150050982	150052010	lnc-SYNPO-2
chr5	150052213	150058925	lnc-SYNPO-3
chr5	150110196	150111356	lnc-RBM22-3
chr5	150112955	150138198	lnc-RBM22-4
chr5	150241009	150242049	lnc-C5orf62-1
chr5	150288824	150323544	lnc-ZNF300-1
chr5	150310018	150310878	lnc-IRGM-1
chr5	150325445	150326373	lnc-ZNF300-2
chr5	150400152	150407051	lnc-IRGM-3
chr5	150400997	150401431	lnc-IRGM-2
chr5	150414056	150415215	lnc-ANXA6-5
chr5	150411610	150429464	lnc-ANXA6-6
chr5	150443174	150466719	lnc-ANXA6-3
chr5	150533284	150537322	lnc-CCDC69-2
chr5	150542835	150543656	lnc-GM2A-1
chr5	150560795	150564776	lnc-ANXA6-2
chr5	150584960	150590706	lnc-ANXA6-4
chr5	150698982	150699337	lnc-GM2A-2
chr5	150745993	150810913	lnc-SLC36A2-2
chr5	150757563	150758201	lnc-SLC36A2-1
chr5	150829234	150834895	lnc-FAT2-2
chr5	150870772	150871937	lnc-FAT2-1
chr5	150935471	150948507	lnc-SLC36A1-1
chr5	150974849	150976223	lnc-SLC36A1-2
chr5	151045985	151047170	lnc-ATOX1-3
chr5	151052157	151066536	lnc-ATOX1-2
chr5	151083849	151084139	lnc-SPARC-1
chr5	151122382	151138210	lnc-SPARC-2
chr5	151145419	151145939	lnc-GLRA1-2
chr5	151149190	151151069	lnc-GLRA1-1
chr5	151151512	151166947	lnc-SLC36A1-6
chr5	151167355	151171117	lnc-SLC36A1-4
chr5	151186315	151190915	lnc-SLC36A1-5
chr5	151304404	151306147	lnc-G3BP1-5
chr5	151775058	151812929	lnc-NMUR2-2
chr5	151875278	151875578	lnc-NMUR2-3
chr5	152869827	152937655	lnc-MFAP3-3
chr5	153134941	153135238	lnc-MFAP3-2
chr5	153372247	153377386	lnc-HAND1-9
chr5	153405871	153418481	lnc-HAND1-8
chr5	153670311	153671015	lnc-HAND1-7
chr5	153689475	153689992	lnc-MFAP3-4
chr5	153717030	153718012	lnc-HAND1-6
chr5	153728987	153729283	lnc-SAP30L-3
chr5	153782349	153789199	lnc-SAP30L-2
chr5	153798763	153799256	lnc-HAND1-3
chr5	153825516	153840613	lnc-SAP30L-1
chr5	153938867	153940000	lnc-HAND1-4
chr5	154034500	154034745	lnc-LARP1-4
chr5	154036833	154037394	lnc-LARP1-3
chr5	154062215	154104818	lnc-LARP1-1
chr5	154083076	154083344	lnc-C5orf4-3
chr5	154108790	154109254	lnc-CNOT8-4
chr5	154190947	154193480	lnc-CNOT8-3
chr5	154198053	154230213	lnc-GEMIN5-1
chr5	154237112	154242780	lnc-CNOT8-2
chr5	154270993	154272210	lnc-C5orf4-1
chr5	154306945	154311276	lnc-C5orf4-2
chr5	154490743	154491884	lnc-GEMIN5-2
chr5	154776850	154777913	lnc-KIF4B-2
chr5	154870672	154873158	lnc-SGCD-4
chr5	155137593	155196594	lnc-GEMIN5-3
chr5	156187490	156189345	lnc-ITK-7
chr5	156319923	156320232	lnc-TIMD4-3
chr5	156330199	156330423	lnc-TIMD4-2
chr5	156351129	156351721	lnc-SGCD-3
chr5	156456750	156476160	lnc-HAVCR2-1
chr5	156507269	156507835	lnc-ITK-6
chr5	156507902	156508958	lnc-ITK-5
chr5	156607847	156622918	lnc-CYFIP2-4
chr5	156671900	156672986	lnc-CYFIP2-1
chr5	156696384	156698586	lnc-ITK-2
chr5	156727825	156730131	lnc-ITK-3
chr5	156738045	156741378	lnc-ITK-4
chr5	156752607	156755057	lnc-AC008676.1-1
chr5	156849446	156849881	lnc-CYFIP2-2
chr5	156887336	156895748	lnc-CYFIP2-3
chr5	156992970	156996106	lnc-SOX30-5
chr5	156997453	157002765	lnc-SOX30-4
chr5	157031714	157032645	lnc-SOX30-2
chr5	157117239	157118907	lnc-C5orf52-2
chr5	157174511	157174715	lnc-CLINT1-3
chr5	157307159	157324197	lnc-LSM11-8
chr5	157358265	157358571	lnc-CLINT1-4
chr5	157372322	157378968	lnc-CLINT1-5
chr5	157376211	157381951	lnc-LSM11-9
chr5	157411665	157416998	lnc-CLINT1-6
chr5	157505106	157505772	lnc-CLINT1-7
chr5	157615984	157616919	lnc-CLINT1-8
chr5	157758102	157758700	lnc-EBF1-7
chr5	158122909	158124276	lnc-EBF1-3
chr5	158125648	158135017	lnc-RNF145-5
chr5	158398048	158398508	lnc-RNF145-3
chr5	158470617	158472793	lnc-RNF145-1
chr5	158584831	158588368	lnc-EBF1-4
chr5	158608967	158636799	lnc-EBF1-5
chr5	158701395	158713044	lnc-UBLCP1-3
chr5	159190909	159191199	lnc-ADRA1B-2
chr5	159292080	159293382	lnc-ADRA1B-1
chr5	159488877	159492670	lnc-CCNJL-3
chr5	159655479	159656631	lnc-CCNJL-2
chr5	159674523	159675224	lnc-FABP6-1
chr5	159707637	159772403	lnc-CCNJL-1
chr5	159718794	159719067	lnc-FABP6-2
chr5	159753699	159753976	lnc-FABP6-3
chr5	159811923	159812415	lnc-PTTG1-8
chr5	159813227	159814121	lnc-PTTG1-7
chr5	159848875	159851784	lnc-FABP6-4
chr5	159863879	159864693	lnc-PTTG1-4
chr5	159874687	159875348	lnc-PTTG1-5
chr5	159921045	159921791	lnc-ATP10B-2
chr5	159949834	159951314	lnc-PTTG1-9
chr5	159965185	159966082	lnc-PTTG1-10
chr5	159966140	159966494	lnc-PTTG1-11
chr5	159969072	159969699	lnc-PTTG1-12
chr5	159974997	159975509	lnc-PTTG1-13
chr5	160029572	160030298	lnc-SLU7-1
chr5	160030626	160033923	lnc-SLU7-2
chr5	160038803	160039905	lnc-SLU7-3
chr5	160114917	160279221	lnc-ATP10B-4
chr5	160973751	160976050	lnc-GABRB2-4
chr5	160974068	161116000	lnc-GABRA6-2
chr5	161704726	161705929	lnc-GABRG2-2
chr5	162188838	162189319	lnc-GABRG2-3
chr5	162438903	162441260	lnc-CCNG1-5
chr5	162466296	162466605	lnc-CCNG1-4
chr5	162760563	162762784	lnc-CCNG1-3
chr5	162843530	162843737	lnc-CCNG1-2
chr5	162864576	162868293	lnc-HMMR-4
chr5	162868661	162869544	lnc-HMMR-2
chr5	162870762	162873157	lnc-HMMR-1
chr5	162875115	162877423	lnc-NUDCD2-7
chr5	162883969	162886842	lnc-GABRB2-6
chr5	162887658	162896916	lnc-CCNG1-1
chr5	162930257	162939406	lnc-HMMR-3
chr5	163136215	163136520	lnc-NUDCD2-8
chr5	163314511	163314833	lnc-NUDCD2-9
chr5	164702818	164703173	lnc-NUDCD2-12
chr5	165036445	165036684	lnc-ODZ2-4
chr5	165209809	165210139	lnc-NUDCD2-13
chr5	165332130	165332613	lnc-ODZ2-3
chr5	165483723	165487238	lnc-PANK3-22
chr5	166120595	166134324	lnc-PANK3-21
chr5	167000978	167474467	lnc-WWC1-6
chr5	167555860	167557427	lnc-WWC1-4
chr5	167589698	167617879	lnc-WWC1-3
chr5	167833262	167841493	lnc-RARS-8
chr5	167894697	167896226	lnc-RARS-7
chr5	167924222	167929040	lnc-WWC1-2
chr5	167950279	167955670	lnc-RARS-5
chr5	167975499	167980732	lnc-PANK3-13
chr5	167984615	167993069	lnc-SLIT3-2
chr5	168110970	168123316	lnc-PANK3-14
chr5	168581857	168583220	lnc-PANK3-17
chr5	169010776	169013402	lnc-DOCK2-2
chr5	169022277	169023084	lnc-DOCK2-1
chr5	169311378	169407452	lnc-LCP2-6
chr5	169467638	169469064	lnc-FOXI1-1
chr5	169659452	169660781	lnc-LCP2-4
chr5	169659450	169679579	lnc-C5orf58-4
chr5	169673240	169673861	lnc-LCP2-3
chr5	169674575	169678696	lnc-KCNMB1-5
chr5	169683529	169685502	lnc-KCNMB1-4
chr5	169780490	169910161	lnc-KCNIP1-2
chr5	170216146	170221392	lnc-KCNIP1-3
chr5	170293838	170294146	lnc-GABRP-1
chr5	170323932	170331465	lnc-GABRP-2
chr5	170351359	170351922	lnc-GABRP-5
chr5	170380624	170395510	lnc-GABRP-6
chr5	170507600	170508562	lnc-TLX3-8
chr5	170570315	170632583	lnc-TLX3-4
chr5	170678869	170679986	lnc-TLX3-2
chr5	170772346	170772634	lnc-FBXW11-9
chr5	170786120	170786414	lnc-NPM1-2
chr5	170792598	170794697	lnc-NPM1-1
chr5	170814855	170818781	lnc-FGF18-3
chr5	170827789	170832736	lnc-FGF18-2
chr5	170834496	170837888	lnc-FGF18-1
chr5	171294781	171295666	lnc-STK10-3
chr5	171337737	171433573	lnc-STK10-2
chr5	171440145	171440605	lnc-EFCAB9-3
chr5	171442074	171442613	lnc-EFCAB9-2
chr5	171443536	171443936	lnc-EFCAB9-1
chr5	171482725	171490604	lnc-FBXW11-4
chr5	171491368	171509409	lnc-FBXW11-5
chr5	171519431	171520581	lnc-FBXW11-6
chr5	171533713	171542148	lnc-UBTD2-7
chr5	171681421	171682443	lnc-STK10-1
chr5	171760502	171761239	lnc-UBTD2-1
chr5	172006194	172006404	lnc-SH3PXD2B-2
chr5	172083325	172083570	lnc-DUSP1-6
chr5	172084251	172086340	lnc-ERGIC1-5
chr5	172189105	172189694	lnc-DUSP1-5
chr5	172191526	172194302	lnc-ERGIC1-4
chr5	172347366	172379683	lnc-RPL26L1-3
chr5	172354583	172356104	lnc-RPL26L1-2
chr5	172447728	172447932	lnc-C5orf41-1
chr5	172466126	172466369	lnc-ATP6V0E1-1
chr5	172484346	172487458	lnc-ATP6V0E1-2
chr5	172512344	172513213	lnc-NKX2-5-8
chr5	172626546	172626925	lnc-NKX2-5-5
chr5	172634181	172635216	lnc-NKX2-5-4
chr5	172745180	172751289	lnc-NKX2-5-6
chr5	172752836	172755450	lnc-NKX2-5-7
chr5	172755601	172762224	lnc-BNIP1-5
chr5	173035062	173036743	lnc-STC2-2
chr5	173096390	173097534	lnc-CPEB4-9
chr5	173206007	173206935	lnc-CPEB4-7
chr5	173317668	173318610	lnc-C5orf47-5
chr5	173400781	173432199	lnc-C5orf47-3
chr5	173466753	173467243	lnc-BOD1-6
chr5	173472708	173491478	lnc-C5orf47-4
chr5	173639458	173641910	lnc-BOD1-7
chr5	173988778	173989066	lnc-MSX2-8
chr5	174059934	174060212	lnc-MSX2-7
chr5	174204615	174245953	lnc-MSX2-6
chr5	174350092	174350948	lnc-MSX2-9
chr5	174717733	174718255	lnc-SFXN1-2
chr5	174905566	174936406	lnc-HRH2-5
chr5	174910597	174911195	lnc-DRD1-2
chr5	174938438	174940741	lnc-HRH2-3
chr5	174948888	174953886	lnc-HRH2-2
chr5	175055190	175055465	lnc-HRH2-1
chr5	175223630	175264851	lnc-HRH2-4
chr5	175298501	175306987	lnc-FAM153B-5
chr5	175487725	175517712	lnc-C5orf25-6
chr5	175540154	175542781	lnc-C5orf25-4
chr5	175543719	175553058	lnc-C5orf25-3
chr5	175630316	175630713	lnc-RP11-826N14.2.1-6
chr5	175665658	175717212	lnc-ARL10-3
chr5	175735015	175736018	lnc-ARL10-2
chr5	175780198	175788767	lnc-NOP16-2
chr5	175793540	175796130	lnc-HIGD2A-2
chr5	175808458	175808912	lnc-HIGD2A-1
chr5	175811362	175815572	lnc-CLTB-1
chr5	175832590	175834592	lnc-NOP16-1
chr5	175875429	175880560	lnc-ARL10-1
chr5	175956078	175956809	lnc-GPRIN1-2
chr5	175958882	175964881	lnc-GPRIN1-1
chr5	175974435	175974727	lnc-RNF44-1
chr5	176047210	176057557	lnc-SNCB-3
chr5	176057682	176073642	lnc-EIF4E1B-2
chr5	176074581	176079787	lnc-EIF4E1B-3
chr5	176332193	176334308	lnc-HK3-1
chr5	176346202	176396708	lnc-HK3-2
chr5	176402416	176407277	lnc-HK3-3
chr5	176449904	176469250	lnc-FGFR4-3
chr5	176471327	176477893	lnc-FGFR4-2
chr5	176521825	176522580	lnc-ZNF346-1
chr5	176560025	176562427	lnc-NSD1-1
chr5	176691766	176692242	lnc-PRELID1-2
chr5	176724684	176727213	lnc-PRELID1-1
chr5	176728503	176730706	lnc-LMAN2-2
chr5	176732616	176733164	lnc-NSD1-2
chr5	176764435	176778668	lnc-MXD3-2
chr5	176767674	176767919	lnc-MXD3-1
chr5	176773073	176773427	lnc-RGS14-1
chr5	176793428	176794558	lnc-SLC34A1-2
chr5	176794975	176807551	lnc-LMAN2-1
chr5	176798066	176799144	lnc-SLC34A1-1
chr5	176829625	176830527	lnc-PFN3-1
chr5	176853686	176869848	lnc-PRR7-3
chr5	176910695	176912015	lnc-DBN1-3
chr5	176918072	176924607	lnc-PDLIM7-3
chr5	176935784	176937383	lnc-DDX41-1
chr5	176946791	176950000	lnc-DDX41-2
chr5	176952197	176981459	lnc-DDX41-4
chr5	176963304	176965020	lnc-DDX41-3
chr5	176990792	177000002	lnc-FAM193B-1
chr5	177019217	177021116	lnc-B4GALT7-2
chr5	177022261	177023910	lnc-FAM193B-2
chr5	177034365	177037329	lnc-TMED9-1
chr5	177039805	177099278	lnc-FAM153A-3
chr5	177139120	177145570	lnc-FAM193B-4
chr5	177149336	177150157	lnc-FAM193B-5
chr5	177174454	177180264	lnc-FAM193B-6
chr5	177189929	177210365	lnc-FAM193B-7
chr5	177299275	177348388	lnc-RP11-1026M7.2.1-3
chr5	177425134	177426828	lnc-FAM153C-7
chr5	177432815	177434853	lnc-PROP1-4
chr5	177433838	177463082	lnc-N4BP3-2
chr5	177558027	177575541	lnc-N4BP3-1
chr5	177611510	177614433	lnc-AGXT2L2-1
chr5	177631533	177638183	lnc-HNRNPAB-4
chr5	177635654	177657321	lnc-COL23A1-3
chr5	177650388	177651497	lnc-COL23A1-1
chr5	177771843	177772317	lnc-HNRNPAB-5
chr5	177804924	177805219	lnc-HNRNPAB-6
chr5	177950505	177989727	lnc-CLK4-3
chr5	178043882	178057616	lnc-CLK4-2
chr5	178176202	178178301	lnc-ZNF354A-2
chr5	178178351	178181218	lnc-ZNF354A-3
chr5	178267097	178268135	lnc-ZNF354B-2
chr5	178310865	178315123	lnc-ZNF354B-1
chr5	178349064	178349717	lnc-ZNF454-2
chr5	178409807	178413253	lnc-ADAMTS2-3
chr5	178422278	178423207	lnc-GRM6-2
chr5	178424969	178425816	lnc-GRM6-3
chr5	178537853	178540736	lnc-GRM6-4
chr5	178541289	178549840	lnc-GRM6-5
chr5	178893833	178894126	lnc-ADAMTS2-2
chr5	178949400	178952136	lnc-RUFY1-4
chr5	178953961	178958270	lnc-HNRNPH1-5
chr5	178971223	178972983	lnc-RUFY1-3
chr5	178999156	178999742	lnc-AC136604.1-5
chr5	179023560	179033585	lnc-AC136604.1-4
chr5	179033903	179036971	lnc-AC136604.1-3
chr5	179041179	179050713	lnc-C5orf60-3
chr5	179060892	179061474	lnc-C5orf60-2
chr5	179068544	179072047	lnc-C5orf60-1
chr5	179106032	179121650	lnc-AC136604.1-2
chr5	179123600	179124700	lnc-CBY3-2
chr5	179153705	179156650	lnc-MAML1-1
chr5	179155087	179159574	lnc-CBY3-3
chr5	179215128	179220536	lnc-LTC4S-1
chr5	179222308	179223315	lnc-SQSTM1-2
chr5	179225164	179228389	lnc-C5orf45-5
chr5	179228806	179233324	lnc-C5orf45-4
chr5	179233397	179240641	lnc-LTC4S-2
chr5	179264142	179289173	lnc-C5orf45-1
chr5	179272831	179273152	lnc-SQSTM1-1
chr5	179289109	179291133	lnc-CTC-241N9.1.1-2
chr5	179294804	179297700	lnc-C5orf45-6
chr5	179299415	179300135	lnc-C5orf45-2
chr5	179306045	179307023	lnc-C5orf45-3
chr5	179315102	179321458	lnc-RNF130-4
chr5	179341388	179345714	lnc-RNF130-2
chr5	179345910	179347229	lnc-RNF130-1
chr5	179360804	179361196	lnc-TBC1D9B-2
chr5	179366456	179367132	lnc-TBC1D9B-3
chr5	179382479	179390943	lnc-TBC1D9B-4
chr5	179393982	179407518	lnc-TBC1D9B-5
chr5	179505356	179508661	lnc-RNF130-3
chr5	179680506	179691842	lnc-GFPT2-1
chr5	179684679	179685366	lnc-CNOT6-9
chr5	179921411	179991682	lnc-CNOT6-5
chr5	180007443	180008867	lnc-CNOT6-6
chr5	180014931	180016100	lnc-CNOT6-7
chr5	180016482	180016913	lnc-CNOT6-8
chr5	180030088	180038716	lnc-SCGB3A1-1
chr5	180039402	180040393	lnc-SCGB3A1-2
chr5	180098891	180099598	lnc-FLT4-1
chr5	180220061	180242652	lnc-MGAT1-3
chr5	180237215	180241885	lnc-BTNL8-6
chr5	180245146	180254406	lnc-BTNL8-5
chr5	180274610	180288285	lnc-ZFP62-2
chr5	180336572	180375353	lnc-BTNL3-3
chr5	180394188	180397762	lnc-ZFP62-4
chr5	180394847	180395567	lnc-BTNL8-4
